sales_date,brand_name,total_devices,total_upfront_amount,total_full_device_amount
2022-02-15,Apple,99,8723.579999999989,34420.0
2022-02-16,Apple,40,3569.250000000001,14655.0
2022-02-17,Apple,35,2746.6500000000005,15930.0
2022-02-18,Apple,97,8212.219999999992,47445.0
2022-02-19,Apple,30,2163.9,14530.0
2022-02-20,Apple,131,10562.88999999999,54615.0
2022-02-20,Samsung,2,94.5,1289.559
2022-02-21,Apple,196,17242.049999999974,65392.0
2022-02-22,Apple,176,14733.169999999986,69746.0
2022-02-22,Samsung,28,2129.14,13694.857000000004
2022-02-23,Apple,186,13352.249999999982,77236.0
2022-02-23,Samsung,12,635.6700000000002,5360.383999999999
2022-02-24,Apple,243,17717.869999999966,94949.0
2022-02-24,Samsung,4,129.95,1857.453
2022-02-25,Apple,125,8849.099999999988,48237.0
2022-02-26,Apple,118,9957.599999999984,48713.0
2022-02-27,Apple,188,14973.749999999976,69612.0
2022-02-27,Samsung,5,718.82,2032.632
2022-02-28,Apple,162,13116.46999999998,61564.0
2022-02-28,Samsung,2,78.15,919.203
2022-03-01,Apple,140,12122.55999999998,58529.0
2022-03-01,Samsung,1,49.95,353.048
2022-03-02,Apple,129,9553.199999999984,54540.0
2022-03-03,Apple,112,8820.449999999993,43381.0
2022-03-03,Samsung,2,59.25,1182.404
2022-03-04,Apple,70,5384.269999999995,26151.0
2022-03-05,Apple,76,6354.299999999994,29066.0
2022-03-06,Apple,96,7861.799999999998,28899.0
2022-03-07,Apple,111,8392.499999999982,37748.0
2022-03-08,Apple,99,6830.849999999994,34100.0
2022-03-08,Samsung,2,89.25,1182.404
2022-03-09,Apple,82,6086.389999999998,27585.0
2022-03-09,Samsung,1,16.95,293.048
2022-03-10,Apple,114,9275.549999999981,33644.0
2022-03-10,Samsung,17,1154.5800000000002,7593.53
2022-03-11,Apple,91,9265.039999999986,35478.0
2022-03-11,Samsung,1,56.62,486.381
2022-03-12,Apple,94,7433.24999999999,32851.0
2022-03-13,Apple,108,9072.899999999981,41194.0
2022-03-14,Apple,96,7490.99999999999,36495.0
2022-03-15,Apple,104,7971.149999999993,37563.0
2022-03-15,HUAWEI,5,331.88,2047.145
2022-03-15,Samsung,1,63.3,663.404
2022-03-16,Apple,100,7359.299999999994,33486.0
2022-03-16,HUAWEI,3,151.41,1228.2869999999998
2022-03-16,Samsung,87,8193.32000000001,41193.23400000002
2022-03-17,Apple,85,6658.949999999992,32215.0
2022-03-17,HUAWEI,1,20.47,409.429
2022-03-17,Samsung,34,2633.114,15902.666
2022-03-18,Apple,79,7789.499999999992,21305.0
2022-03-18,HUAWEI,3,191.41,1228.2869999999998
2022-03-18,Samsung,26,2846.8599999999988,12259.236000000004
2022-03-19,Apple,85,9778.209999999994,25713.0
2022-03-19,HUAWEI,1,120.47,409.429
2022-03-19,Samsung,11,2295.83,4694.0
2022-03-20,Apple,147,12800.399999999978,45696.0
2022-03-20,Samsung,24,2563.3469999999998,10156.951000000005
2022-03-21,Apple,138,11015.119999999986,46255.0
2022-03-21,HUAWEI,1,20.47,409.429
2022-03-21,Redmi,1,3.42,68.4
2022-03-21,Samsung,18,2904.1780000000003,7676.759999999998
2022-03-22,Apple,129,9735.449999999988,42436.0
2022-03-22,HUAWEI,3,500.84,1228.2869999999998
2022-03-22,Samsung,23,1547.5190000000002,10979.856000000002
2022-03-23,Apple,140,12120.749999999993,49992.0
2022-03-23,HUAWEI,3,325.84000000000003,1004.478
2022-03-23,Samsung,26,2665.9099999999985,12087.808000000005
2022-03-24,Apple,190,16552.339999999982,67159.0
2022-03-24,HUAWEI,2,161.17,543.429
2022-03-24,Samsung,25,2283.463,11740.476000000004
2022-03-25,Apple,86,6686.7,31451.0
2022-03-25,HUAWEI,1,120.47,409.429
2022-03-25,Samsung,16,2063.55,7648.760999999999
2022-03-26,Apple,90,8655.149999999996,32137.0
2022-03-26,HUAWEI,1,120.47,409.429
2022-03-26,Samsung,13,1073.16,5650.572
2022-03-27,Apple,155,12481.499999999984,56487.0
2022-03-27,HUAWEI,1,50.47,409.429
2022-03-27,Samsung,7,917.88,3039.9039999999995
2022-03-28,Apple,105,8321.249999999993,39094.0
2022-03-28,Samsung,16,1277.35,7011.619
2022-03-29,Apple,103,9062.269999999991,37580.0
2022-03-29,Samsung,19,1330.368,9009.81
2022-03-30,Apple,107,8278.049999999992,32966.0
2022-03-30,HUAWEI,2,130.94,818.858
2022-03-30,Samsung,18,1396.507,8270.094999999998
2022-03-31,Apple,78,5510.249999999998,26379.0
2022-03-31,Samsung,13,1465.4700000000005,5696.856999999999
2022-04-01,Apple,51,4060.9500000000007,15763.0
2022-04-01,HUAWEI,2,100.94,818.858
2022-04-01,Samsung,14,929.8000000000004,6596.95
2022-04-02,Apple,36,3039.1500000000005,12683.0
2022-04-02,Samsung,5,177.769,2355.714
2022-04-03,Apple,49,4686.15,17744.0
2022-04-03,HUAWEI,1,50.47,409.429
2022-04-03,Samsung,12,1192.784,5852.7609999999995
2022-04-04,Apple,57,3951.3000000000006,23724.0
2022-04-04,HUAWEI,2,40.94,818.858
2022-04-04,Samsung,12,1585.8629999999996,5547.999999999999
2022-04-05,Apple,37,3963.150000000001,14471.0
2022-04-05,HUAWEI,3,252.84,1456.858
2022-04-05,Samsung,14,1480.39,6400.761
2022-04-06,Apple,41,2660.4000000000005,15852.0
2022-04-06,HUAWEI,1,20.47,409.429
2022-04-06,Samsung,22,2234.095,10237.523
2022-04-07,Apple,57,4448.85,21066.0
2022-04-07,HUAWEI,1,20.47,409.429
2022-04-07,Samsung,13,1378.614,5568.956
2022-04-08,Apple,28,2247.6000000000004,8773.0
2022-04-08,Samsung,6,533.524,3070.666
2022-04-09,Apple,15,1381.0500000000004,4646.0
2022-04-09,HUAWEI,1,50.47,409.429
2022-04-09,Samsung,10,1121.51,4188.571999999999
2022-04-10,Apple,44,3675.000000000002,16121.0
2022-04-10,HUAWEI,2,70.94,818.858
2022-04-10,Samsung,14,1146.7800000000002,6460.759999999999
2022-04-11,Apple,43,3477.600000000001,18833.0
2022-04-11,HUAWEI,1,50.47,409.429
2022-04-11,Redmi,1,3.42,68.4
2022-04-11,Samsung,7,534.038,3480.8570000000004
2022-04-12,Apple,24,2306.850000000001,7181.0
2022-04-12,HUAWEI,1,50.47,409.429
2022-04-12,Samsung,10,794.4620000000001,4689.524
2022-04-13,Apple,24,2028.0,9266.0
2022-04-13,Samsung,10,909.2170000000002,4784.761
2022-04-14,Apple,28,2275.6500000000005,9865.0
2022-04-14,Samsung,11,738.9230000000001,5578.761
2022-04-15,Apple,12,928.35,4717.0
2022-04-15,Samsung,5,485.394,2508.0950000000003
2022-04-16,Apple,14,1056.6,5206.0
2022-04-16,Samsung,10,690.644,4610.615
2022-04-17,Apple,51,3703.9500000000007,16688.0
2022-04-17,Samsung,8,927.447,3907.237000000001
2022-04-18,Apple,19,1445.85,6626.0
2022-04-18,Samsung,6,329.726,2994.476
2022-04-19,Apple,23,1537.8000000000006,9018.0
2022-04-19,Samsung,4,294.119,1479.948
2022-04-20,Apple,21,1525.65,8124.0
2022-04-20,HUAWEI,1,20.47,409.429
2022-04-20,Samsung,8,1160.398,2905.334
2022-04-21,Apple,127,10342.189999999986,23648.0
2022-04-21,HUAWEI,2,140.7,333.9
2022-04-21,Samsung,9,870.791,3971.593
2022-04-22,Apple,31,2032.3500000000004,6987.0
2022-04-22,HUAWEI,2,70.94,818.858
2022-04-22,Samsung,5,423.24300000000005,2061.706
2022-04-23,Apple,18,1466.4,5920.0
2022-04-23,HUAWEI,4,241.881,1637.716
2022-04-23,Samsung,5,376.691,2333.809
2022-04-24,Apple,18,1606.96,5331.0
2022-04-24,HUAWEI,2,70.94,818.858
2022-04-24,Samsung,5,350.343,2004.424
2022-04-25,Apple,368,29437.99000000007,134839.0
2022-04-25,HUAWEI,2,140.94,818.858
2022-04-25,Samsung,2,149.374,1187.88
2022-04-26,Apple,270,20428.349999999984,93247.0
2022-04-26,Samsung,9,658.2910000000002,4165.186000000001
2022-04-27,Apple,213,16673.24999999998,75520.0
2022-04-27,HUAWEI,1,50.47,409.429
2022-04-27,Samsung,7,451.663,3633.237000000001
2022-04-28,Apple,221,16565.099999999977,80252.0
2022-04-28,HUAWEI,1,50.47,409.429
2022-04-28,Samsung,50,4192.748,22639.183999999987
2022-04-29,Apple,110,8843.849999999993,37653.0
2022-04-29,HUAWEI,1,20.47,409.429
2022-04-29,Samsung,21,1444.997,9256.045000000002
2022-04-30,Apple,104,6683.2499999999945,33936.0
2022-04-30,Samsung,18,1385.505,8311.047
2022-05-01,Apple,58,4554.920000000001,19549.0
2022-05-01,HUAWEI,1,80.47,409.429
2022-05-01,Samsung,14,900.769,6215.999999999999
2022-05-02,Apple,31,2030.250000000001,9116.0
2022-05-02,Samsung,6,569.09,2782.095
2022-05-03,Apple,50,3680.7,15171.0
2022-05-03,Samsung,6,558.478,2569.7139999999995
2022-05-04,Apple,57,3933.000000000001,22225.0
2022-05-04,Samsung,8,859.9629999999999,3599.758
2022-05-05,Apple,61,4819.349999999999,23679.0
2022-05-05,HUAWEI,1,0.0,199.9
2022-05-05,Samsung,6,687.854,2493.663
2022-05-06,Apple,48,3532.050000000002,16807.0
2022-05-06,Samsung,9,802.9040000000001,3797.429000000001
2022-05-07,Apple,64,4691.55,24815.0
2022-05-07,HUAWEI,1,429.9,409.429
2022-05-07,Samsung,12,1117.708,5354.667
2022-05-08,Apple,113,8246.699999999988,44780.0
2022-05-08,HUAWEI,1,120.47,409.429
2022-05-08,Samsung,13,1207.795,5514.382
2022-05-09,Apple,109,8118.899999999992,41975.0
2022-05-09,HUAWEI,1,0.0,199.9
2022-05-09,Samsung,13,873.6139999999998,6072.477000000001
2022-05-10,Apple,61,4879.500000000002,22156.0
2022-05-10,HUAWEI,3,151.41,1228.2869999999998
2022-05-10,Samsung,11,1235.36,4865.427999999999
2022-05-11,Apple,127,10336.049999999988,51890.0
2022-05-11,Samsung,18,1951.166,8120.5729999999985
2022-05-12,Apple,106,7811.099999999995,40548.0
2022-05-12,HUAWEI,2,130.94,818.858
2022-05-12,Samsung,14,1143.1739999999998,6463.62
2022-05-13,Apple,73,6169.65,23913.0
2022-05-13,HUAWEI,1,20.47,409.429
2022-05-13,Samsung,11,841.784,5235.905999999999
2022-05-14,Apple,64,4557.900000000003,20043.0
2022-05-14,HUAWEI,1,50.47,409.429
2022-05-14,Samsung,6,410.999,2820.19
2022-05-15,Apple,111,7959.299999999994,40039.0
2022-05-15,Samsung,10,1074.3680000000002,4226.667
2022-05-16,Apple,83,6835.349999999997,29224.0
2022-05-16,HUAWEI,4,560.84,1428.187
2022-05-16,Samsung,5,408.4390000000001,1966.329
2022-05-17,Apple,110,8080.94999999999,38258.0
2022-05-17,Samsung,14,1060.804,6615.999999999999
2022-05-18,Apple,88,7099.949999999998,34440.0
2022-05-18,Samsung,6,580.528,2610.6670000000004
2022-05-19,Apple,112,8731.199999999993,40124.0
2022-05-19,HUAWEI,1,120.47,409.429
2022-05-19,Samsung,8,664.555,3891.0479999999993
2022-05-20,Apple,54,4172.55,18951.0
2022-05-20,HUAWEI,1,80.47,409.429
2022-05-20,Samsung,2,102.919,855.758
2022-05-21,Apple,67,4793.550000000001,24907.0
2022-05-21,Samsung,7,705.5219999999999,3249.429
2022-05-22,Apple,104,7649.849999999994,31247.0
2022-05-22,HUAWEI,1,0.0,199.9
2022-05-22,Samsung,9,640.152,4203.142999999999
2022-05-23,Apple,123,9100.49999999999,33102.0
2022-05-23,HUAWEI,1,20.47,409.429
2022-05-23,Samsung,13,918.088,5762.000000000001
2022-05-24,Apple,113,7681.649999999986,30857.0
2022-05-24,Samsung,19,1700.8869999999995,8375.662
2022-05-25,Apple,152,10661.099999999982,45471.0
2022-05-25,HUAWEI,2,70.94,818.858
2022-05-25,Samsung,12,918.321,5167.0470000000005
2022-05-26,Apple,130,9298.949999999983,44220.0
2022-05-26,HUAWEI,2,20.47,609.329
2022-05-26,Redmi,3,10.26,205.2
2022-05-26,Samsung,27,2625.2909999999997,13175.975
2022-05-27,Apple,55,3757.6500000000015,20194.0
2022-05-27,HUAWEI,1,20.47,409.429
2022-05-27,Redmi,1,71.82,68.4
2022-05-27,Samsung,8,665.013,3697.853
2022-05-28,Apple,50,3934.5000000000023,13596.0
2022-05-28,HUAWEI,1,50.47,409.429
2022-05-28,Samsung,9,747.2289999999998,4186.832
2022-05-29,Apple,53,3606.9000000000015,14592.0
2022-05-29,HUAWEI,1,174.93,166.6
2022-05-29,Redmi,1,3.42,68.4
2022-05-29,Samsung,7,418.3250000000001,3366.571
2022-05-30,Apple,221,17041.79999999999,77241.0
2022-05-30,HUAWEI,4,211.88,1637.716
2022-05-30,Redmi,3,10.26,205.2
2022-05-30,Samsung,33,2352.9799999999987,14861.045999999998
2022-05-31,Apple,93,6600.899999999993,36449.0
2022-05-31,HUAWEI,3,560.84,1228.2869999999998
2022-05-31,Lenovo,1,285.0,270.75
2022-05-31,Samsung,14,1194.296,6025.524
2022-06-01,Apple,117,7725.449999999993,43924.0
2022-06-01,HUAWEI,2,20.47,609.329
2022-06-01,Samsung,22,1569.6199999999997,10592.416
2022-06-02,Apple,145,11337.319999999994,62952.0
2022-06-02,Redmi,2,6.84,136.8
2022-06-02,Samsung,20,1564.4999999999998,8690.478
2022-06-03,Apple,92,6568.349999999994,35299.0
2022-06-03,Samsung,10,713.1590000000001,4463.809
2022-06-04,Apple,80,7070.549999999997,31254.0
2022-06-04,Redmi,1,3.42,68.4
2022-06-04,Samsung,10,1006.842,4537.142999999999
2022-06-05,Apple,123,8424.749999999985,48915.0
2022-06-05,HUAWEI,1,429.9,409.429
2022-06-05,Samsung,11,878.309,4963.663
2022-06-06,Apple,138,10665.299999999988,50233.0
2022-06-06,Redmi,1,3.42,68.4
2022-06-06,Samsung,15,845.574,6911.905000000001
2022-06-07,Apple,137,11151.149999999989,54813.0
2022-06-07,HUAWEI,2,120.47,609.329
2022-06-07,Redmi,4,150.47999999999996,273.6
2022-06-07,Samsung,15,1971.869,6468.0960000000005
2022-06-08,Apple,92,8447.699999999993,36590.0
2022-06-08,HUAWEI,3,181.41,1228.2869999999998
2022-06-08,Samsung,4,650.808,1828.52
2022-06-09,Apple,105,8272.049999999987,39286.0
2022-06-09,Redmi,2,6.84,136.8
2022-06-09,Samsung,13,929.797,5996.285
2022-06-10,Apple,49,3543.150000000001,18850.0
2022-06-10,Redmi,1,3.42,68.4
2022-06-10,Samsung,6,361.626,3032.5710000000004
2022-06-11,Apple,69,4521.9000000000015,23706.0
2022-06-11,Samsung,12,722.0080000000002,5240.381
2022-06-12,Apple,88,5330.4,35639.0
2022-06-12,Redmi,1,3.42,68.4
2022-06-12,Samsung,14,1113.298,6466.475
2022-06-13,Apple,99,7315.649999999996,39676.0
2022-06-13,HUAWEI,2,261.17,543.429
2022-06-13,Redmi,2,6.84,136.8
2022-06-13,Samsung,15,1024.9299999999998,6985.238
2022-06-14,Apple,97,7306.64999999999,38474.0
2022-06-14,HUAWEI,1,20.47,409.429
2022-06-14,Samsung,22,1655.6969999999997,9712.088
2022-06-15,Apple,113,9640.94999999999,46341.0
2022-06-15,HUAWEI,1,120.47,409.429
2022-06-15,Redmi,1,3.42,68.4
2022-06-15,Samsung,8,701.067,3621.524
2022-06-16,Apple,83,5941.949999999999,33544.0
2022-06-16,HUAWEI,1,80.47,409.429
2022-06-16,Redmi,1,3.42,68.4
2022-06-16,Samsung,16,1381.971,6840.189
2022-06-17,Apple,35,3190.5,9850.0
2022-06-17,Redmi,3,10.26,205.2
2022-06-17,Samsung,9,618.8589999999999,4377.428999999999
2022-06-18,Apple,48,4096.35,13054.0
2022-06-18,Samsung,4,369.84,1596.952
2022-06-19,Apple,52,3920.550000000002,18459.0
2022-06-19,Samsung,11,886.3020000000001,4884.475
2022-06-20,Apple,59,3990.6000000000017,22386.0
2022-06-20,HUAWEI,1,50.471,409.429
2022-06-20,Redmi,2,6.84,136.8
2022-06-20,Samsung,8,542.167,3643.429
2022-06-21,Apple,66,4946.549999999999,27385.0
2022-06-21,Samsung,11,1106.0799999999997,5121.619000000001
2022-06-22,Apple,128,9065.399999999983,40016.0
2022-06-22,HUAWEI,2,40.94,818.858
2022-06-22,Samsung,15,1084.814,6696.667
2022-06-23,Apple,166,12295.799999999985,48200.0
2022-06-23,HUAWEI,1,50.47,409.429
2022-06-23,Redmi,1,3.42,68.4
2022-06-23,Samsung,12,1096.4429999999998,5528.953
2022-06-24,Apple,117,8149.649999999993,40580.0
2022-06-24,HUAWEI,2,161.17,543.429
2022-06-24,Samsung,6,423.855,2477.333
2022-06-25,Apple,117,9481.949999999997,33687.0
2022-06-25,Samsung,8,486.451,3529.143
2022-06-26,Apple,145,10445.099999999984,40604.0
2022-06-26,HUAWEI,1,140.47,409.429
2022-06-26,Samsung,10,804.144,4683.048
2022-06-27,Apple,210,15945.599999999971,54837.0
2022-06-27,Samsung,18,1338.7979999999998,7973.785
2022-06-28,Apple,127,9796.049999999981,35917.0
2022-06-28,HUAWEI,4,171.88,1637.716
2022-06-28,Redmi,1,3.42,68.4
2022-06-28,Samsung,15,930.038,6759.403000000001
2022-06-29,Apple,136,10426.949999999988,34686.0
2022-06-29,HUAWEI,2,70.94,818.858
2022-06-29,Samsung,13,1024.779,6097.964
2022-06-30,Apple,132,10671.749999999984,37692.0
2022-06-30,Samsung,11,690.0780000000001,5001.619
2022-07-01,Apple,88,7192.349999999997,26941.0
2022-07-01,HUAWEI,1,50.47,409.429
2022-07-01,Samsung,10,964.129,4482.857
2022-07-02,Apple,55,3928.8000000000015,12893.0
2022-07-02,Redmi,1,3.42,68.4
2022-07-02,Samsung,2,192.924,858.476
2022-07-03,Apple,76,5251.35,15821.0
2022-07-03,Samsung,4,247.276,1945.524
2022-07-04,Apple,234,17392.64999999997,64556.0
2022-07-04,HUAWEI,2,160.94,818.858
2022-07-04,Samsung,28,1867.076,11339.899
2022-07-05,Apple,104,8031.2999999999965,26381.0
2022-07-05,Samsung,8,545.837,3716.762
2022-07-06,Apple,125,9392.839999999993,37761.0
2022-07-06,HUAWEI,1,50.47,409.429
2022-07-06,Samsung,11,909.305,4383.663
2022-07-07,Apple,113,8371.949999999988,33492.0
2022-07-07,OPPO,1,52.74,50.24
2022-07-07,Samsung,8,578.3960000000001,3368.19
2022-07-08,Apple,40,3235.4999999999995,12914.0
2022-07-08,HUAWEI,1,50.47,409.429
2022-07-08,Samsung,6,427.529,2550.6669999999995
2022-07-09,Apple,13,712.4999999999999,4280.0
2022-07-10,Apple,24,1614.45,8149.0
2022-07-10,Samsung,5,397.779,2355.715
2022-07-11,Apple,34,2444.7000000000003,10771.0
2022-07-11,Samsung,3,211.52,1225.135
2022-07-12,Apple,47,4238.4000000000015,13222.0
2022-07-12,Samsung,6,729.3,2744.0
2022-07-13,Apple,73,5397.15,21458.0
2022-07-13,Samsung,5,341.59700000000004,2431.905
2022-07-14,Apple,77,5913.299999999998,25023.0
2022-07-14,Samsung,7,651.378,3040.044
2022-07-15,Apple,39,2746.2000000000007,11316.0
2022-07-15,Samsung,7,618.179,2963.715
2022-07-16,Apple,59,5323.349999999996,16441.0
2022-07-16,Samsung,6,592.819,2598.615
2022-07-17,Apple,60,4744.800000000002,15748.0
2022-07-17,Samsung,6,481.38,2626.996
2022-07-18,Apple,83,6335.700000000001,21143.0
2022-07-18,Samsung,10,1027.559,4109.524
2022-07-19,Apple,80,5651.25,21331.0
2022-07-19,Samsung,6,409.903,2395.568
2022-07-20,Apple,71,5798.4,24462.0
2022-07-20,Samsung,11,747.5129999999998,5350.191
2022-07-21,Apple,112,8851.649999999985,36196.0
2022-07-21,Samsung,6,535.288,2705.905
2022-07-22,Apple,74,6288.75,25051.0
2022-07-22,Samsung,2,138.639,972.762
2022-07-23,Apple,98,7094.999999999996,30992.0
2022-07-23,Samsung,9,525.06,4301.239
2022-07-24,Apple,100,7353.149999999993,27190.0
2022-07-24,Samsung,8,543.971,3079.620999999999
2022-07-25,Apple,128,8912.699999999984,37217.0
2022-07-25,HUAWEI,1,194.9,185.62
2022-07-25,Samsung,9,509.53600000000006,3990.762999999999
2022-07-26,Apple,115,8086.799999999994,27172.0
2022-07-26,Samsung,4,333.797,1676.001
2022-07-27,Apple,110,7518.2999999999965,27991.0
2022-07-27,Samsung,12,920.295,5006.096999999999
2022-07-28,Apple,90,6131.4,26640.0
2022-07-28,HUAWEI,1,39.5,561.81
2022-07-28,Samsung,3,97.23,1344.858
2022-07-29,Apple,51,4974.140000000001,14209.0
2022-07-29,HUAWEI,1,99.5,561.81
2022-07-29,Redmi,2,143.64,136.8
2022-07-29,Samsung,2,106.733,934.667
2022-07-30,Apple,58,4387.800000000002,17555.0
2022-07-30,HUAWEI,1,99.5,561.81
2022-07-30,Samsung,5,435.77600000000007,2314.901
2022-07-31,Apple,72,5948.849999999998,20247.0
2022-07-31,Samsung,3,476.669,1072.477
2022-08-01,Apple,86,6176.249999999996,17812.0
2022-08-01,Samsung,5,414.202,2083.473
2022-08-02,Apple,67,5514.749999999996,16368.0
2022-08-02,HUAWEI,2,119.97,971.239
2022-08-02,Redmi,1,3.42,68.4
2022-08-02,Samsung,7,443.27600000000007,2865.62
2022-08-03,Apple,104,8108.699999999995,29216.0
2022-08-03,HUAWEI,2,209.0,1123.62
2022-08-03,Redmi,2,6.84,136.8
2022-08-03,Samsung,20,1853.19,9327.619
2022-08-04,Apple,113,9362.549999999997,34520.0
2022-08-04,Samsung,18,1293.296,8066.287000000001
2022-08-05,Apple,46,4030.9500000000007,14502.0
2022-08-05,HUAWEI,1,80.47,409.429
2022-08-05,Samsung,8,805.5490000000002,3450.0960000000005
2022-08-06,Apple,72,6072.75,19722.0
2022-08-06,Samsung,10,593.554,4071.429
2022-08-07,Apple,105,7315.049999999986,30345.0
2022-08-07,HUAWEI,3,151.41,1228.2869999999998
2022-08-07,Samsung,12,1036.5830000000003,5531.81
2022-08-08,Apple,111,8456.849999999988,30368.0
2022-08-08,Redmi,2,143.64,136.8
2022-08-08,Samsung,7,354.983,3099.905
2022-08-09,Apple,129,9356.699999999984,43629.0
2022-08-09,HUAWEI,2,170.94,818.858
2022-08-09,Redmi,1,3.42,68.4
2022-08-09,Samsung,4,247.747,1755.048
2022-08-10,Apple,94,8467.94999999999,34320.0
2022-08-10,Samsung,9,757.961,4443.927000000001
2022-08-11,Apple,75,5518.199999999999,27179.0
2022-08-11,Samsung,17,1579.2229999999995,7835.643
2022-08-12,Apple,48,3703.2000000000007,16885.0
2022-08-12,Samsung,7,590.56,3699.736
2022-08-13,Apple,57,4458.469999999999,19723.0
2022-08-13,Samsung,6,382.66,2504.07
2022-08-14,Apple,72,5416.949999999997,22178.0
2022-08-14,Samsung,13,1833.288,5651.165000000001
2022-08-15,Apple,77,5051.85,25561.0
2022-08-15,HUAWEI,1,159.5,561.81
2022-08-15,Samsung,14,1021.6779999999998,6238.308000000001
2022-08-16,Apple,56,3597.000000000002,18096.0
2022-08-16,Redmi,1,3.42,68.4
2022-08-16,Samsung,12,918.913,5618.044999999999
2022-08-17,Apple,65,4874.7,23470.0
2022-08-17,Samsung,19,1098.1049999999998,8987.088
2022-08-18,Apple,79,5721.649999999998,26228.0
2022-08-18,Redmi,1,3.42,68.4
2022-08-18,Samsung,10,504.2820000000001,4147.953
2022-08-19,Apple,25,1642.2,6837.0
2022-08-19,Samsung,7,492.2890000000001,3545.523
2022-08-20,Apple,38,2506.9500000000007,14652.0
2022-08-20,HUAWEI,1,39.495,561.81
2022-08-20,Samsung,6,334.00000000000006,2919.473
2022-08-21,Apple,55,3964.0500000000006,18815.0
2022-08-21,Samsung,9,546.1800000000001,3821.972
2022-08-22,Apple,37,2488.9500000000003,12619.0
2022-08-22,Samsung,8,568.35,2877.583
2022-08-23,Apple,45,3505.65,16727.0
2022-08-23,HUAWEI,1,139.5,561.81
2022-08-23,Samsung,5,446.55,2519.736
2022-08-24,Apple,47,3487.500000000002,15036.0
2022-08-24,HUAWEI,1,139.5,561.81
2022-08-24,Redmi,1,3.42,68.4
2022-08-24,Samsung,9,1164.8849999999998,3625.688000000001
2022-08-25,Apple,39,2901.3000000000006,13791.0
2022-08-25,Samsung,1,24.32,486.381
2022-08-26,Apple,44,3253.8000000000006,11840.0
2022-08-26,HUAWEI,1,139.5,561.81
2022-08-26,OPPO,1,52.74,50.24
2022-08-26,Samsung,11,740.194,4857.808
2022-08-27,Apple,24,2011.7999999999995,8086.0
2022-08-27,Samsung,5,1152.18,2367.355
2022-08-28,Apple,56,4414.950000000001,19869.0
2022-08-28,Redmi,1,3.42,68.4
2022-08-28,Samsung,13,818.348,5706.901000000001
2022-08-29,Apple,48,3415.0500000000006,19445.0
2022-08-29,Redmi,1,3.42,68.4
2022-08-29,Samsung,10,631.04,5347.259
2022-08-30,Apple,49,4310.400000000001,18270.0
2022-08-30,Samsung,11,706.9860000000001,4825.664
2022-08-31,Apple,48,3616.2000000000007,16937.0
2022-08-31,HUAWEI,2,119.971,971.239
2022-08-31,Samsung,12,481.3080000000001,5373.807
2022-09-01,Apple,54,4340.1,22076.0
2022-09-01,HUAWEI,1,50.471,409.429
2022-09-01,OPPO,1,52.74,50.24
2022-09-01,Samsung,15,714.7210000000001,6662.022
2022-09-02,Apple,19,1714.2000000000005,7701.0
2022-09-02,Samsung,8,715.93,4207.117
2022-09-03,Apple,31,2260.05,13871.0
2022-09-03,Samsung,6,520.62,3101.022
2022-09-04,Apple,41,3331.500000000002,16802.0
2022-09-04,Redmi,1,3.42,68.4
2022-09-04,Samsung,8,645.982,3859.283
2022-09-05,Apple,49,3930.150000000001,20923.0
2022-09-05,Samsung,11,890.899,5901.903
2022-09-06,Apple,49,3602.2500000000014,19271.0
2022-09-06,Redmi,1,3.42,68.4
2022-09-06,Samsung,6,367.888,3103.619
2022-09-07,Apple,53,3538.5000000000005,22440.0
2022-09-07,Samsung,6,387.199,2743.9999999999995
2022-09-08,Apple,64,4864.219999999998,23749.0
2022-09-08,Samsung,7,692.584,3002.403
2022-09-09,Apple,27,2155.2000000000007,10843.0
2022-09-09,Samsung,4,586.5200000000001,1570.571
2022-09-10,Apple,35,2727.4500000000007,15196.0
2022-09-10,HUAWEI,1,99.5,561.81
2022-09-10,OPPO,1,52.74,50.24
2022-09-10,Redmi,1,3.42,68.4
2022-09-10,Samsung,3,217.239,1344.857
2022-09-11,Apple,43,3189.1500000000005,15160.0
2022-09-11,Samsung,6,585.4680000000001,2617.429
2022-09-12,Apple,32,2818.2000000000007,11755.0
2022-09-12,Samsung,21,1282.4629999999995,9044.755
2022-09-13,Apple,34,2374.3500000000004,14706.0
2022-09-13,HUAWEI,1,120.47,409.429
2022-09-13,Redmi,1,3.42,68.4
2022-09-13,Samsung,8,496.2560000000001,3967.832
2022-09-14,Apple,22,1491.75,9549.0
2022-09-14,HUAWEI,3,210.44,1380.668
2022-09-14,Samsung,12,822.068,5228.689
2022-09-15,Apple,59,13384.699999999995,24565.0
2022-09-15,Redmi,1,3.42,68.4
2022-09-15,Samsung,5,311.588,2275.664
2022-09-16,Apple,1299,284551.65000000125,590508.9040000001
2022-09-16,Samsung,1,64.048,377.832
2022-09-17,Apple,401,71486.04999999996,177476.17200000008
2022-09-17,HUAWEI,1,69.5,561.81
2022-09-17,Samsung,6,502.4980000000001,2796.0
2022-09-18,Apple,74,11095.250000000004,29670.0
2022-09-18,Samsung,8,692.899,3217.07
2022-09-19,Apple,45,5298.550000000002,17713.0
2022-09-19,HUAWEI,1,39.5,561.81
2022-09-19,Samsung,12,1181.056,6101.736
2022-09-20,Apple,31,3642.85,12680.0
2022-09-20,HUAWEI,1,69.5,561.81
2022-09-20,Redmi,1,3.42,68.4
